Authors;Title;Source title;DOI;Link;Abstract
"Sekyere, K.N.; Asare, C.; Walden, B.H.; Majeed, M.; Boateng, B.O.";Supply Chain Transparency and Traceability: Role of New Age Technologies;;10.1201/9781998511457-4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025635072&doi=10.1201%2F9781998511457-4&partnerID=40&md5=7ab7876df2ea2f7e443fba23a2f787ac;This chapter explores the profound influence of advanced technology on improving transparency and traceability in contemporary supply chains. With the growing complexity and globalization of supply chains, stakeholders are faced with escalating pressures to uphold ethical practices, manage risks, and adapt to changing consumer expectations. This chapter delves into the impact of emerging technologies, including blockchain, Internet of Things (IoT), artificial intelligence (AI), and data analytics, in the field of supply chain management. These technologies have brought about significant changes by facilitating real-time monitoring, precise tracking, and secure data exchange. By using these technologies, enterprises can achieve end-to-end visibility, verification of authenticity, and efficient data management throughout the entirety of the supply chain network. This chapter highlights the significant importance of emerging technologies in promoting transparency and traceability within supply chains, hence facilitating the development of sustainable, resilient, and reliable supply networks in the era of digitalization. © 2026 by Apple Academic Press, Inc.
"Statsenko, L.; Jayasinghe, R.S.; Soosay, C.";Supply network resilience capabilities: a social–ecological perspective;Supply Chain Management;10.1108/SCM-11-2022-0438;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166745525&doi=10.1108%2FSCM-11-2022-0438&partnerID=40&md5=399e3128b85daed7d78aace7350fbed2;Purpose: This study aims to investigate supply network (SN) resilience capabilities across the organizational, supply chain (SC) and industry levels by drawing on the complex adaptive systems (CASs) theory and the social–ecological perspective of resilience. An empirically grounded framework operationalizes the concept of social–ecological resilience by expounding resilience capabilities across phases of the CAS adaptive cycle. Design/methodology/approach: This research uses a qualitative multiple case study approach. It draws on the case of the Australian Defence Manufacturing SN (ADM SN) during COVID-19 disruptions. A total of 28 interviews with senior decision makers from 17 companies, complemented by 5 interviews with the Australian Defence SC organizations and secondary data analysis, support the findings. Findings: Individual organizations’ SC visibility and flexibility enabled by effective risk management and collaboration enhance the ability of the SN to anticipate and prepare for disruption. At the same time, the strength of SC relationships reduces resilience. SN disruption response velocity is enabled by inventory redundancy, process flexibility at the organizational level and visibility and collaboration at the SC level. Institutional support at the national industry level, development of value-adding capabilities and manufacturing process flexibility at the organizational level enhances the SN’s ability to re-organize. The transition from hierarchical to decentralized collaborative governance enhances SN resilience. Practical implications: From a practitioner’s perspective, the findings highlight the need to embrace a broader view of SC beyond immediate tiers. Decision-makers in multinational companies must recognize the long-term impact of their procurement decisions on the supplier ecosystem. Developing local supplier capabilities rather than relying on established global SCs will pay off with future resilience. It, however, demands substantial investment and radical changes across all SC tiers. The lesson for smaller firms is not to over-rely on the existing relationships with supply partners. Although trust-based relationships and collaboration are essential, over-commitment can be counterproductive during global disruptions. With a lack of visibility and control over the SC, operational flexibility is critical for small firms to adapt to shifts in supply and demand. Originality/value: To the best of the authors’ knowledge, this empirical research is one of the first attempts to operationalize the social–ecological perspective of SN resilience. Evidence-based theoretical propositions contribute to the emerging conversation about the CAS nature of resilience by demonstrating the multi-level effects of resilience capabilities. © 2023, Emerald Publishing Limited.
"Zhuo, R.; Qiao, Z.; Li, A.; Sang, B.; Cai, Y.";Supply network structure and firm tail risk;Research in International Business and Finance;10.1016/j.ribaf.2025.103095;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013500218&doi=10.1016%2Fj.ribaf.2025.103095&partnerID=40&md5=54a34ebdd5513c46a8051533e22a4dec;This paper examines how supply network structure affects financial stability, specifically for systemic tail risks in capital markets. We construct supply networks using data from the top five clients and suppliers disclosed in the annual reports of Chinese A-share listed companies from 2009 to 2022, and measures node-level supply network structure. Our findings indicate that improved supply network structure reduces firms’ systemic tail risks, primarily through information efficiency and risk diversification mechanisms. The effect is more pronounced with heightened analyst and media attention, superior corporate disclosures, closer proximity to clients or suppliers, and fewer financial constraints. This study provides insights into building resilient supply chains and mitigating financial risks. © 2025
"Sarkar, B.; Fan, S.-K.S.; Pareek, S.; Mridha, B.";Sustainable multi-biofuel production with stochastic lead time and optimum energy utilization under flexible manufacturing;Computers and Industrial Engineering;10.1016/j.cie.2024.110223;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196040535&doi=10.1016%2Fj.cie.2024.110223&partnerID=40&md5=39d9656e03300d90dcc1a69039809fd3;Many nations obtain their energy from fossil fuels. The benefit of renewable energy is that it decreases the dependence on conventional fuel, and minimizes carbon emissions. However, the commercial feasibility of multi-biofuel production poses a major challenge. A resilient and cost-efficient biofuel supply chain network is essential for commercialization. Furthermore, disruption risks arise from operational downtime, labor strikes, natural disasters, and uncertainty embedded in the data compromise the effectiveness of tactical and strategic level supply chain planning. In line with the aforementioned requirements, a multi-biofuel supply chain network model that reduces the total system cost and accounts for both disruption and operational risks is proposed. The proposed model determines the optimal production–distribution quantities and supports facility location and capacity decisions against multiple supply and demand interruption scenarios. The lead time crashing cost is utilized here to reduce the lead time, which increases because of transportation disruptions. To decrease energy expenses and carbon emissions, a variable production rate is applied for creating an economic way to advance the manufacturing industry. The model aims to show bioenergy's effect on making a sustainable multi-biofuel supply chain network. Two numerical examples are used to illustrate the effectiveness of the proposed model. It is seen that by utilizing the presented method, the production cost of biofuels is significantly reduced through minimized energy consumption and carbon emissions. Moreover, the impact of critical parameters on the total system cost is explained through sensitivity analysis and graphical representations. The effort provides a systematic guideline for designing various environmental, economic, and social aspects of a sustainable supply chain network for bioenergy under minimized consumption. Multi-biofuel producers, distributors, investors, and the regulators surely be benefitted from the proposed model. © 2024 Elsevier Ltd
"Colon, C.; Hochrainer-Stigler, S.";Systemic risks in supply chains: a need for system-level governance;Supply Chain Management;10.1108/SCM-03-2022-0101;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139201360&doi=10.1108%2FSCM-03-2022-0101&partnerID=40&md5=4c181fec665ab6674851006e947ef93b;Purpose: Global and interconnected supply chains are increasingly exposed to systemic risks, whereby individual failures propagate across firms, sectors and borders. Systemic risks have emerged from the decisions of individual firms, e.g., outsourcing and buffer reduction, and are now beyond their control. This paper aims to identify appropriate approaches to mitigating those risks. Design/methodology/approach: Systemic risks require analyzing supply chains beyond a dyadic perspective. This study approaches the problem through the lenses of complex systems and network theories. Drawing on the lessons learned from other systemic-risk-prone systems, e.g. energy and financial networks, both in research and practice, this study analyzes the adequate level of governance to monitor and manage systemic risks in supply chains. Findings: The authors argue that governance institutions should be mandated to overview and reduce systemic risks in supply chains from the top down, as central bankers do for the financial system. Using firm-level data and tools from network analysis and system dynamics, they could quantify systemic risks, identify risk-prone interconnections in supply chains and design mitigating measures. This top-down approach would complement the bottom-up supply chain management approach and could help insurers design policies for contingent business interruptions. Originality/value: Instead of looking at supply chains purely from the firms’ angle, the perspective of insurers and governments is brought in to reflect on the governance of risks. © 2022, Emerald Publishing Limited.
"Liu, L.; Wang, W.; Yan, X.; Shen, M.; Chen, H.";The cascade influence of grain trade shocks on countries in the context of the Russia-Ukraine conflict;Humanities and Social Sciences Communications;10.1057/s41599-023-01944-z;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166367795&doi=10.1057%2Fs41599-023-01944-z&partnerID=40&md5=0388f84be95039e9f5770f2045a40c76;The Russia-Ukraine conflict has severely impacted global food security. This may increase the risk of supply chain disruption in low-income countries that rely heavily on grain imports. This study used production and trade data for wheat, barley and maize from 1995 to 2021 to construct longitudinal trade networks. On this basis, a cascading failure network model of shock propagation was used to identify the direct or indirect dependence of other countries on grain exported from Russia and Ukraine and the impact caused by trade shocks. The results revealed that the interruption of grain exports from Russia and Ukraine has resulted in an increasing impact on the global grain trade year by year and that the wheat trade is the most vulnerable to shock propagation, but it is also the most resilient. Russia and Ukraine interrupt exports of grain, causing more than 50% reduction in direct imports to 30 countries, including Eritrea, Seychelles, Kazakhstan and Mongolia. A shock propagation model that considers indirect dependence yields divergent results, with lower middle income (LM) countries in North Africa, Southeast Asia and West Asia facing supply shocks from reduced imports because they are unable to fully exploit the trade channels to balance grain supply and demand. Under the COVID-19 pandemic, this indirect dependence on imports is more prominent. It is worth noting that Eastern and Southern European countries often act as intermediaries to spread shocks during cascading failures. In the process of shock propagation, the main suppliers of grain include the United States, Canada, France, Argentina and Brazil. After the outbreak of COVID-19, the import demand faced by Australia increased significantly. We also examined how nodal characteristics relate to shock propagation dynamics and country vulnerability, finding that high import diversity, low import dependence and regional characteristics are effective in buffering countries from supply shocks. This study contributes to our understanding of the external supply risks for grain arising from the Russia-Ukraine conflict in a pandemic context, highlights the issue of accessibility in food security and provides trade policy recommendations to mitigate national vulnerability to food insecurity, thereby creating a resilient food trade system. © 2023, The Author(s).
"Armie, M.; Goodyear, K.; Summers, M.; Siegler, J.";The Complexities of Honda's Supply Chain & Associated Risks: Understanding Suppliers & Customers, Industry Differentiators, and Market Locations;Operations and Supply Chain Management;10.31387/oscm0560363;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149913849&doi=10.31387%2Foscm0560363&partnerID=40&md5=62d0d4ffacf8d77a75cec3bf0e3b6198;This paper investigates Honda Motor Co of Japan and over 50+ supply chain network relationships between suppliers and customers. These companies represent the industry through trading, specialty retail, road & rail, professional services, machinery, food products, electronic equipment, diversified financial, automobiles, and auto components. Using data from Bloomberg terminals, Mergent Online, Hoover Academics, and IBIS World, our goal was to understand Honda's supply chain risks and the capabilities needed to overcome them, in conjunction with their suppliers, customers' locations, and industry differentiators. We aimed to understand how they performed through the many disruptions of the Covid-19 pandemic. Results showed that the main risks to Honda Motor Co are in three categories: Organizational (credit, agency), Industry (product market, input market), and Environmental (macroeconomic). The core capabilities that Honda Motor Co used to overcome these risks are Flexibility (financial strength), Velocity (efficiency, anticipation, security), and Collaboration (market position). As a market leader, Honda has demonstrated resilience and readiness to recover from these disruptions. © 2022 Operations and Supply Chain Management Forum. All rights reserved.
"Wang, F.; Tian, J.; Xu, Z.";The development of resilience research in critical infrastructure systems: A bibliometric perspective;Risk Analysis;10.1111/risa.17648;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203596259&doi=10.1111%2Frisa.17648&partnerID=40&md5=92d53f92b35d3cd2e099032f3d8ede65;Critical infrastructure systems (CISs) are the cornerstone of modern cities. Substantial economic losses and social impacts are caused once natural disasters or man-made disruptions attack the CISs. As a “resilient city” has become an essential theme of communities’ sustainable development, research on resilience and its practice in industries boost the CISs’ capacity to respond and adapt to changing environments. From the Web of Science (WOS) Core Collection, this study screened 1,247 scientific articles related to resilience in CISs and conducted a bibliometric analysis to investigate the evolution and future potential in this field. Topic visualized networks were constructed for CIS resilience using CiteSpace, a dedicated tool for visualizing and analyzing trends and patterns in scientific literature. The results demonstrate collaborative research networks among countries, institutions, main scholar/group networks, and leading journals publishing CIS resilience work. This study also explained how the research interest evolved over the last 20 years and found the current frontiers pointing to “power systems resilience” and “supply chain resilience.” The reasons were discussed subsequently from the perspectives of the influence that natural hazards (based on the EM-DAT data) and government policies have upon CISs’ resilience work. © 2024 Society for Risk Analysis.
"Cui, W.; Wu, D.; Huang, Q.; Yang, S.";The dynamic evolution mechanism of liquefied natural gas trade dependency networks: International implications of the Russia-Ukraine conflict;Sustainable Futures;10.1016/j.sftr.2025.100730;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007058453&doi=10.1016%2Fj.sftr.2025.100730&partnerID=40&md5=f6ae744eb169b0a8b53832e16a0e10a4;Against the backdrop of the Russian-Ukrainian conflict and increased uncertainty about global energy supply, international liquefied natural gas (LNG) trade relies on networks of increasing importance. In recent years, the frequency of emergencies and geopolitical risks has caused countries to face great challenges in the energy supply chain, making it urgent to establish new trade partnerships to ensure energy security. For example, in the case of Russia, its LNG exports to Europe have significantly declined after the conflict, while exports to the Asian market have grown substantially, indicating a realignment of trade flows. Therefore, this study analyzes the evolution of network characteristics under different risk scenarios by constructing an LNG trade dependency network model. Specifically, based on data from 2013 to 2022, this paper examines the dynamic evolution of the LNG trade dependency network in terms of connectivity, cohesion, and efficiency, using three core indicators: network density, average clustering coefficient, and average path length. It is found that driven by global events such as the COVID-19 pandemic and the Russia-Ukraine conflict, the LNG trade network exhibits a more cohesive and efficient structure. Major importing countries diversify risks and strengthen supply chain resilience by improving network density and clustering coefficient. This finding not only provides theoretical support for understanding the evolution mechanism of international energy trade dependency networks but also serves as a reference for countries to develop diversified trade strategies and achieve energy supply security in response to unexpected geopolitical risks. © 2025 The Authors
"Shah, A.A.; Ullah, W.; Khan, N.A.; Kaifi, K.; Pervez, A.K.M.K.; Alotaibi, B.A.; Muzenda-Mudavanhu, C.";The dynamics and underlying factors shaping rural-urban connections for rural flood hazard susceptibility in Pakistan: the case of Khyber Pakhtunkhwa;Journal of Environmental Management;10.1016/j.jenvman.2025.125831;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007025808&doi=10.1016%2Fj.jenvman.2025.125831&partnerID=40&md5=96b8844067db78b028dd0c81e93490d3;Floods exacerbate the vulnerability of rural communities with limited resources, while their impacts extend to nearby urban centres through interconnected socio-economic and infrastructural systems. Understanding these vulnerabilities is critical for mitigating disaster risks. Previous studies often overlooked the essential connections between rural and urban regions. This research examines how rural-urban connections change following a flood event, what factors influence these interactions, and how they contribute to the vulnerability of rural areas after a flood in the Khyber Pakhtunkhwa province of Pakistan. The study employed convenience and snowball sampling techniques to select 35 respondents with relevant disaster management and recovery expertise. The data were collected through face-to-face interviews and personal observations to ensure a diverse range of participants' responses. The thematic data analysis method was chosen to highlight the significance of participants' experiences. The study findings revealed that the rural population of Khyber Pakhtunkhwa Province heavily depends on nearby cities for essential resources and services (food, healthcare, and employment opportunities) significantly when local resources are depleted due to flooding. Floods caused serious repercussions to the rural-urban linkages through people (e.g., human mobility patterns, evacuation and displacement, and migration), information (early warning signals, post-disaster information support, financial aid coordination and technical assistance for reconstruction, health and sanitation management, logistics and supply chain restoration), Finance (resources inflow, and insurance coverage), and goods and relief services (urban areas as coordination hubs for disaster response, service delivery and specialized support systems, long-term recovery and resilience building, and economic interdependence and systemic vulnerabilities). However, this dependence diminishes when villages become self-reliant in accessing information, credit, goods, and market services. Rural areas are more vulnerable due to their weaker infrastructure, limited institutional capacity, and dependence on natural resources. In contrast, urban areas encounter challenges such as overcrowding, resource allocation, and maintaining service continuity when accommodating displaced populations. This study also identifies the primary attributes, including social (demography-population size, age, gender, health status, education, and social networks), economic (income levels and rural-urban connectivity, occupational sector and interaction patterns, income inequality and migration dynamics, occupation-specific vulnerability profiles), Institutional (strengthening rural-urban resilience to floods, local governance and flood risk management initiatives, enhancing emergency response and community preparedness, institutional coordination and disaster risk reduction strategies, leveraging technology and early warning systems) and environmental dimensions (river bodies, soil quality, erosion level, and water availability) which also affected the influence of rural-urban connections and their vulnerability to flood events across the selected districts. The current study findings offer important insights for policymakers to create integrated flood risk management strategies that strengthen rural infrastructure, improve early warning systems, and expand financial inclusion, stressing the significance of coordinated rural-urban disaster planning to direct displacement, guarantee fair resource allocation, and foster long-lasting resilience. © 2025 Elsevier Ltd
"Kelmendi, J.; Beqiri, A.; Shuajibi, E.; Talibzade, O.; Ketners, K.";THE ECONOMIC IMPACT OF GEOPOLITICAL TENSIONS ON GLOBAL TRADE AND SUPPLY NETWORKS;Jurnal Ilmiah Ilmu Terapan Universitas Jambi;10.22437/jiituj.v9i2.39481;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008881193&doi=10.22437%2Fjiituj.v9i2.39481&partnerID=40&md5=11b7ca893e5e4897412e0575ae487b28;Geopolitical tensions significantly impact global supply chains, disrupting trade, logistics, and economic stability. This study examines the economic resilience of Kosovo, Belgium, and Azerbaijan, which face diverse geopolitical challenges due to their differing geographical positions, economic structures, and international trade networks. The research aims to identify key factors influencing economic sustainability in the face of geopolitical disruptions and propose strategies for mitigating risks. A comparative analysis was conducted using qualitative and quantitative methods to assess the impact of geopolitical conflicts, sanctions, and trade restrictions on global supply chains. The study integrates statistical trade data, policy analyses, and case studies to evaluate the geopolitical pressures affecting logistics and international commerce. Findings reveal that economic stability and resilience to geopolitical risks depend on a country’s ability to adapt through infrastructure development, trade diversification, and international cooperation. Kosovo struggles with trade limitations due to partial international recognition and regional instability. Belgium faces supply chain disruptions due to Brexit and EU sanctions against Russia but benefits from strong institutional frameworks. Azerbaijan, while strategically positioned as an energy supplier, must navigate regional tensions and shifting global trade alliances. This study provides novel insights by comparing countries with different economic structures and geopolitical vulnerabilities, highlighting diverse adaptation strategies. The results underscore the need for proactive policy measures, investment in infrastructure, and diversification of trade partnerships to strengthen resilience. These findings offer valuable implications for policymakers and businesses seeking to mitigate geopolitical risks and enhance global supply chain stability. © 2025 by the author(s).
"Abourida, M.; Short, M.; Klymenko, O.V.; Khamis, N.M.; Mahammedi, C.; Al-Mhdawi, M.K.S.; Sakr, A.-H.";The evolving landscape of AI-driven risk management in the biogas production: A systematic and bibliometric review;Waste Management Bulletin;10.1016/j.wmb.2025.100271;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025144503&doi=10.1016%2Fj.wmb.2025.100271&partnerID=40&md5=0ce19fb67bf618d2697804af26fedf75;This review presents the first combined systematic and bibliometric review synthesising artificial intelligence (AI)-driven approaches to risk management in biogas production within wastewater treatment plants (WWTPs), with emphasis on decision-optimisation and operational safety. Seven academic databases: Scopus, Web of Science, IEEE Xplore, ScienceDirect, SpringerLink, Taylor & Francis, and Google Scholar were systematically searched from 2015 to March 2025, and screening followed PRISMA 2020 guidelines. Of 3,716 retrieved records, 109 studies met the inclusion criteria. Bibliometric mapping (VOSviewer) and qualitative synthesis identified five thematic clusters: (i) biogas process safety, (ii) IoT integration and renewable-energy, (iii) optimisation and supply-chain resilience, (iv) AI-driven decision-support frameworks, and (v) advanced machine-learning techniques. The analysis reveals a marked increase in publications since 2020, reflecting a shift from conceptual modelling toward applied digital risk solutions. Europe and China remain leading contributors, although collaboration networks are fragmented and methodological heterogeneity persists. Full-scale validation of AI models in operational WWTP-based biogas plants remains limited, with most studies relying on laboratory experiments, simulations, or pilot-scale data. Constraints include publication bias, database coverage, English-language restrictions, inconsistent performance metrics, and limited access to long-term Supervisory Control and Data Acquisition (SCADA) Systems datasets. The review demonstrates that AI-driven methods have significant potential to improve safety, operational efficiency, and regulatory assurance in biogas facilities. However, achieving practical and scalable implementation will require rigorous multi-site validation, standardised evaluation indicators, integration of explainable AI, and alignment with plant-level risk-governance frameworks. © 2025 The Authors
"Zhan, L.; Ming, J.; Fu, J.; Peng, G.; Sha, L.; Lan, L.";The hidden complexities of Android TPL detection: An empirical analysis of techniques, challenges, and effectiveness;Computers and Security;10.1016/j.cose.2025.104672;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017971412&doi=10.1016%2Fj.cose.2025.104672&partnerID=40&md5=3962378ca63115da46c0f1d7884f148f;Third-party libraries (TPLs) play a crucial role in Android application (app) development and have become an indispensable part of the Android ecosystem. However, TPLs also introduce potential security risks, as they may propagate 1-day vulnerabilities or even malicious code into apps. Moreover, certain downstream tasks, such as app clone detection, license violation identification and patch presence test, require accurate TPL detection as a prerequisite. Consequently, TPL detection has gained increasing importance over the past decade in improving maintainability and enhancing security within the software supply chain. To ensure robustness against external factors and precise vulnerability identification, modern library detection tools, in addition to recognizing TPL variety, must be resilient to code obfuscation and optimization, and must also be capable of accurately identifying library versions. Although recent studies have reported progress in addressing these issues, none have conducted a comprehensive evaluation to determine whether the proposed methods effectively overcome these challenges. Furthermore, critical aspects such as tool performance on real-world apps, as well as the generalizability of existing approaches, are frequently overlooked in current research. To gain deeper insights into TPL detection research, we conducted a comprehensive empirical analysis of state-of-the-art approaches in this domain. This study begins by summarizing the common technologies used at each stage of the TPL detection process, followed by an analysis of the prevalence of code obfuscation and optimization in real-world apps to identify key external factors that hinder effective library detection. Next, we evaluate the performance of cutting-edge tools on multiple ground-truth datasets to validate our findings. Specifically, we systematically analyze the methodologies employed by these tools, assessing their capabilities in TPL variety detection, version identification, resilience to common obfuscation and optimization techniques, and the underlying causes of their failures. Finally, we assessed the generalizability of these tools by comparing their performance across diverse datasets and validating them with real-world data. Our findings confirm that obfuscation and optimization are indeed prevalent in real-world scenarios. However, the code transformations introduced by these techniques often exceed the scope of scenarios considered in prior TPL detection studies. We also observe that even the most advanced detection features struggle to accurately differentiate between library versions. In addition to errors caused by obfuscation and optimization, overly simplistic library features can further contribute to false positives. Moreover, while most tools perform well on their own curated datasets and show reduced performance on external datasets, their effectiveness in real-world scenarios does not exhibit a substantial disparity. Overall, this paper presents a comprehensive analysis and evaluation of current TPL detection techniques, providing a solid foundation for future research in this area. © 2025 Elsevier Ltd
"Zhong, S.; Werner, C.";The hidden strength of small business: Social networks and wet market vendors in China;Economic Anthropology;10.1002/sea2.12323;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191863686&doi=10.1002%2Fsea2.12323&partnerID=40&md5=5b54380d13d0ea586cbb8cb623212db3;Throughout contemporary China, consumers have the option of purchasing food products from “traditional” Chinese wet markets or “modern” supermarket chains. Wet market vendors are economically disadvantaged as the operators of small-scale businesses with limited investment and high labor costs. Nevertheless, wet market vendors continue to thrive in urban China, despite the continued expansion of supermarket chains. This article combines ethnographic data and social network analysis to examine how social networks provide wet market vendors with some important competitive advantages. The article draws on fourteen months of fieldwork in Sanya City, China, and provides an analysis of the composition, structure, and strength of the network ties of 113 wet market vendors. Vendors tend to have strong and dense ties to individuals who help them establish their businesses. Vendors also rely on strong ties with regular suppliers to help them reduce costs and ensure a regular supply of goods. These strong ties are balanced by weaker ties with a diverse range of customers, including small businesses and household consumers. A combination of both strong and weak network ties contributes to the collective resilience of wet market vendors, allowing them to confront crises, reduce risk and uncertainty, and improve performance. © 2024 The Authors. Economic Anthropology published by Wiley Periodicals LLC on behalf of American Anthropological Association.
"Gu, M.; Wang, H.; Zhang, Y.; Wang, Z.";The impact of operational leanness and resilience on managing geopolitical risks: The moderating role of demand uncertainty and betweenness centrality;Transportation Research Part E: Logistics and Transportation Review;10.1016/j.tre.2025.104214;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007740643&doi=10.1016%2Fj.tre.2025.104214&partnerID=40&md5=d1582eab6affeca9fa614cf4449de447;The U.S.-China trade war significantly impacts global supply chain security and stability. This study delves into a particular policy enacted by the U.S. amid the U.S.-China trade war context, targeting foreign investment in China. Our focus is on examining its repercussions on the stock market of relevant high-tech industries in China, and we explore how operational leanness and operational resilience hedge the impact, as well as environmental and network factors moderate these effects based on the complex adaptive systems (CASs) perspective. This study adopts the event study method to analyze the impact of the U.S. investment restriction event in China on the shareholder value of Chinese listed firms. To test our model, we collected data from 812 Chinese listed firms. The U.S. investment restriction event adversely affects the shareholder value of targeted industries in China. Furthermore, we observe a negative correlation between operational leanness and cumulative abnormal returns, while operational resilience exhibits a positive association with cumulative abnormal returns. We also delve into the impact of demand uncertainty and betweenness centrality on these two moderating effects. Our findings reveal that demand uncertainty weakens the positive influence of operational resilience, whereas betweenness centrality strengthens it. However, neither demand uncertainty nor betweenness centrality influences the efficacy of operational leanness. This research enriches the geopolitical risk literature by focusing on a significant investment restriction act. Our study contributes to the different roles of operational leanness and resilience in mitigating geopolitical risks as well as their boundary conditions. © 2025 Elsevier Ltd
"Wang, Y.; Yang, X.; Liu, H.";The impact of structural holes on financial resilience: evidence from China;Journal of Accounting Literature;10.1108/JAL-11-2024-0323;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014871034&doi=10.1108%2FJAL-11-2024-0323&partnerID=40&md5=615afad6e05aed94d73c3745f7397045;Purpose In the face of increasing international uncertainty, maintaining long-term stability and development has become a key challenge for firms dealing with severe external shocks. Resilience, a key measure of a firm’s ability to endure and adapt, strengthens traditional corporate risk management by supporting growth potential. This study aims to explore the impact of structural holes in supply chain networks on a firm’s financial resilience, offering insights into how network positioning influences firm stability. Design/methodology/approach This study constructs a decade-long supply chain network using data from Chinese A-share listed firms from 2013 to 2022 to assess each firm’s network positions and its financial resilience. The analysis focuses on structural holes and explores their effects on resilience through mechanisms like operational efficiency and financing constraints. Findings Empirical analysis indicates that firms occupying structural hole positions exhibit reduced financial resilience, driven by decreased operational efficiency and increased financing constraints. Heterogeneity analysis shows that this negative effect is more pronounced among state-owned enterprises, firms with high institutional shareholding and those with significant market advantages. Originality/value This study contributes to the literature on resilience by integrating embedding theory with supply chain network analysis. It provides a micro-level perspective on supply chain resilience and practical insights for strategic planning to mitigate network-related risks. © 2025 Emerald Publishing Limited
"Schmidt, J.; Altshuler, A.";The Israeli travel and tourism industry faces COVID-19: developing guidelines for facilitating and maintaining a nuanced response and recovery to the pandemic;Worldwide Hospitality and Tourism Themes;10.1108/WHATT-01-2021-0016;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106735590&doi=10.1108%2FWHATT-01-2021-0016&partnerID=40&md5=c12c3d97fe0f9f1b92d5152face89c70;Purpose: This paper aims to discuss how the tourism industry is contending with the economic and interorganizational challenges wrought by the COVID-19 outbreak and heightened by a lack of communication between the government and local businesses in the state of Israel. The researchers examine the dependency of the tourism industry on the general preparation programs that were developed and are currently being deployed by the relevant national stakeholders and question whether instead, it should use the pandemic as a catalyst for formulating its own nuanced tourism-travel-and-hospitality-oriented strategies and procedures. Design/methodology/approach: Applying an ethnographic-based mix-methods research approach, this paper draws on insights from data compiled by fusing existing theoretical and emerging practical knowledge with empirical research (qualitative and quantitative) conducted among numerous relevant macro (governmental/centralized industry) and micro (hotels, travel and tourism operators and service providers) stakeholders as well as potential consumers. Findings: It is essential that national and local government bodies form collaborative interorganizational relationships with local stakeholders to jointly activate case-specific hospitality and travel-specific risk mitigation management strategies. Moreover, the pandemic laid bare the tentative and fragile nature of the globalized tourism industry supply and demand chains, a condition that may be remedied via a pivot toward using national or even regional supply chains and goods and service providers. Within Israel, such changes could lead to increased economic benefits that extend beyond the tourism industry to provide certain security-related benefits. Originality/value: Relating to idiosyncratic factors relevant to an Israeli cultural context, this paper uses the ethnographic field-borne familiarity of the researchers with the tourism and travel industries in Eilat and the Dead Sea to offer applicable suggestions for leveraging certain industry resources to both meet the demands of the present-day circumstances and cultivate a multifaceted organizational web of macro and micro social, economic and environmental networks so as to foster a more diversified and therefore resilient local tourism and travel economy. © 2021, Emerald Publishing Limited.
